,state_district,post,phase2,pct_rural,pct_urban,count,hw70_mean,hw71_mean,hw72_mean,stunting_pct,underweight_pct,wasting_pct,scst,state,district,matched_census_district,merge_state,merge_district,Literate_Prop,SCST_Prop,Population
1859,uttar pradesh - auraiya,1,1,84.74114441416893,15.258855585831062,137,-173.24817518248176,-151.8978102189781,-73.72262773722628,46.71532846715328,31.38686131386861,19.708029197080293,1,uttar pradesh,auraiya,auraiya,uttar pradesh,auraiya,0.6747413096346984,0.28398638681594296,1379545.0
1860,uttar pradesh - azamgarh,0,1,96.16368286445012,3.836317135549872,234,-136.83333333333334,-143.8034188034188,-91.62393162393164,34.61538461538461,30.34188034188034,15.81196581196581,0,uttar pradesh,azamgarh,azamgarh,uttar pradesh,azamgarh,0.60077357332052,0.2559010107039296,4613913.0
1861,uttar pradesh - azamgarh,0,1,96.16368286445012,3.836317135549872,157,-171.828025477707,-171.19745222929936,-103.03184713375796,45.22292993630573,35.03184713375796,17.8343949044586,1,uttar pradesh,azamgarh,azamgarh,uttar pradesh,azamgarh,0.60077357332052,0.2559010107039296,4613913.0
1862,uttar pradesh - azamgarh,1,1,96.21451104100946,3.785488958990536,192,-126.80729166666669,-122.47916666666669,-68.65104166666667,29.166666666666668,19.270833333333336,9.895833333333332,0,uttar pradesh,azamgarh,azamgarh,uttar pradesh,azamgarh,0.60077357332052,0.2559010107039296,4613913.0
1863,uttar pradesh - azamgarh,1,1,96.21451104100946,3.785488958990536,125,-170.288,-170.672,-105.4,41.6,39.2,19.2,1,uttar pradesh,azamgarh,azamgarh,uttar pradesh,azamgarh,0.60077357332052,0.2559010107039296,4613913.0
1864,uttar pradesh - baghpat,0,1,79.04411764705883,20.955882352941178,231,-123.32467532467533,-131.5930735930736,-89.52813852813853,29.87012987012987,31.601731601731604,15.151515151515152,0,uttar pradesh,baghpat,baghpat,uttar pradesh,baghpat,0.6123872643218055,0.11440407414001633,1303048.0
1865,uttar pradesh - baghpat,0,1,79.04411764705883,20.955882352941178,41,-169.9512195121951,-178.97560975609755,-117.92682926829268,34.14634146341464,41.46341463414634,14.634146341463412,1,uttar pradesh,baghpat,baghpat,uttar pradesh,baghpat,0.6123872643218055,0.11440407414001633,1303048.0
1866,uttar pradesh - baghpat,1,1,82.77153558052434,17.228464419475657,214,-127.28971962616822,-109.78971962616822,-51.995327102803735,23.83177570093458,19.626168224299064,7.943925233644859,0,uttar pradesh,baghpat,baghpat,uttar pradesh,baghpat,0.6123872643218055,0.11440407414001633,1303048.0
1867,uttar pradesh - baghpat,1,1,82.77153558052434,17.228464419475657,53,-101.8490566037736,-129.32075471698113,-103.56603773584904,22.641509433962263,20.75471698113208,20.75471698113208,1,uttar pradesh,baghpat,baghpat,uttar pradesh,baghpat,0.6123872643218055,0.11440407414001633,1303048.0
1868,uttar pradesh - bahraich,0,1,94.76744186046513,5.232558139534884,227,-208.1321585903084,-167.43612334801762,-67.35242290748899,62.99559471365639,41.40969162995594,14.537444933920703,0,uttar pradesh,bahraich,bahraich,uttar pradesh,bahraich,0.4009391779354543,0.14922767839606896,3487731.0
1869,uttar pradesh - bahraich,0,1,94.76744186046513,5.232558139534884,117,-252.22222222222223,-185.74358974358972,-54.67521367521368,69.23076923076923,44.44444444444444,12.82051282051282,1,uttar pradesh,bahraich,bahraich,uttar pradesh,bahraich,0.4009391779354543,0.14922767839606896,3487731.0
1870,uttar pradesh - bahraich,1,1,97.74193548387096,2.258064516129032,226,-153.47345132743362,-136.3761061946903,-63.13274336283186,45.57522123893805,32.30088495575221,14.15929203539823,0,uttar pradesh,bahraich,bahraich,uttar pradesh,bahraich,0.4009391779354543,0.14922767839606896,3487731.0
1871,uttar pradesh - bahraich,1,1,97.74193548387096,2.258064516129032,84,-203.3809523809524,-171.47619047619048,-74.36904761904762,59.523809523809526,41.66666666666667,14.285714285714285,1,uttar pradesh,bahraich,bahraich,uttar pradesh,bahraich,0.4009391779354543,0.14922767839606896,3487731.0
1872,uttar pradesh - ballia,0,1,92.62672811059907,7.373271889400922,321,-169.18380062305295,-142.04361370716512,-62.32710280373832,37.38317757009346,30.529595015576323,13.707165109034266,0,uttar pradesh,ballia,ballia,uttar pradesh,ballia,0.6060885728448959,0.18668339211315357,3239774.0
1873,uttar pradesh - ballia,0,1,92.62672811059907,7.373271889400922,113,-189.08849557522123,-180.1238938053097,-100.3716814159292,49.55752212389381,39.823008849557525,19.469026548672566,1,uttar pradesh,ballia,ballia,uttar pradesh,ballia,0.6060885728448959,0.18668339211315357,3239774.0
1874,uttar pradesh - ballia,1,1,89.77635782747603,10.22364217252396,190,-134.2736842105263,-146.37894736842105,-98.46315789473684,34.73684210526316,33.68421052631579,22.105263157894736,0,uttar pradesh,ballia,ballia,uttar pradesh,ballia,0.6060885728448959,0.18668339211315357,3239774.0
1875,uttar pradesh - ballia,1,1,89.77635782747603,10.22364217252396,123,-196.71544715447155,-194.77235772357724,-114.30081300813008,56.91056910569105,49.59349593495935,21.138211382113823,1,uttar pradesh,ballia,ballia,uttar pradesh,ballia,0.6060885728448959,0.18668339211315357,3239774.0
1876,uttar pradesh - balrampur,0,0,97.3063973063973,2.6936026936026933,199,-234.73366834170852,-167.23618090452263,-38.80904522613066,63.31658291457286,41.20603015075377,10.050251256281408,0,uttar pradesh,balrampur,surguja,uttar pradesh,surguja,,,
1877,uttar pradesh - balrampur,0,0,97.3063973063973,2.6936026936026933,98,-239.4081632653061,-181.31632653061223,-56.33673469387755,65.3061224489796,41.83673469387755,14.285714285714285,1,uttar pradesh,balrampur,surguja,uttar pradesh,surguja,,,
1878,uttar pradesh - balrampur,1,0,95.4177897574124,4.5822102425876015,258,-146.33333333333334,-151.0,-95.4922480620155,43.41085271317829,30.620155038759687,22.868217054263564,0,uttar pradesh,balrampur,surguja,uttar pradesh,surguja,,,
1879,uttar pradesh - balrampur,1,0,95.4177897574124,4.5822102425876015,113,-180.5398230088496,-148.60176991150442,-59.08849557522124,49.55752212389381,36.283185840707965,23.00884955752212,1,uttar pradesh,balrampur,surguja,uttar pradesh,surguja,,,
1880,uttar pradesh - banda,0,1,82.83261802575107,17.167381974248926,155,-159.49032258064517,-148.47096774193548,-78.75483870967741,42.58064516129032,40.64516129032258,21.29032258064516,0,uttar pradesh,banda,banda,uttar pradesh,banda,0.5573699156945888,0.2156362363219055,1799410.0
1881,uttar pradesh - banda,0,1,82.83261802575107,17.167381974248926,78,-207.48717948717947,-151.76923076923077,-40.65384615384615,52.56410256410257,39.74358974358975,11.538461538461538,1,uttar pradesh,banda,banda,uttar pradesh,banda,0.5573699156945888,0.2156362363219055,1799410.0
1882,uttar pradesh - banda,1,1,90.282131661442,9.717868338557992,220,-192.13636363636363,-180.01818181818183,-92.0909090909091,52.27272727272727,47.27272727272727,25.90909090909091,0,uttar pradesh,banda,banda,uttar pradesh,banda,0.5573699156945888,0.2156362363219055,1799410.0
1883,uttar pradesh - banda,1,1,90.282131661442,9.717868338557992,99,-213.73737373737373,-179.95959595959596,-75.51515151515152,59.59595959595959,46.464646464646464,28.28282828282828,1,uttar pradesh,banda,banda,uttar pradesh,banda,0.5573699156945888,0.2156362363219055,1799410.0
1884,uttar pradesh - bara banki,0,0,98.90510948905109,1.094890510948905,152,-179.98026315789474,-156.5065789473684,-69.82894736842105,50.0,33.55263157894737,11.842105263157894,0,uttar pradesh,bara banki,bara banki,uttar pradesh,bara banki,0.5190476029832867,0.26533237198527065,3260699.0
1885,uttar pradesh - bara banki,0,0,98.90510948905109,1.094890510948905,122,-227.672131147541,-201.0737704918033,-98.05737704918032,58.19672131147541,57.377049180327866,17.21311475409836,1,uttar pradesh,bara banki,bara banki,uttar pradesh,bara banki,0.5190476029832867,0.26533237198527065,3260699.0
1886,uttar pradesh - bara banki,1,0,93.24324324324324,6.756756756756757,170,-165.5705882352941,-144.6764705882353,-68.81764705882352,42.94117647058823,32.94117647058823,15.88235294117647,0,uttar pradesh,bara banki,bara banki,uttar pradesh,bara banki,0.5190476029832867,0.26533237198527065,3260699.0
1887,uttar pradesh - bara banki,1,0,93.24324324324324,6.756756756756757,126,-176.15873015873015,-157.484126984127,-72.33333333333333,43.65079365079365,31.746031746031743,15.873015873015872,1,uttar pradesh,bara banki,bara banki,uttar pradesh,bara banki,0.5190476029832867,0.26533237198527065,3260699.0
1888,uttar pradesh - bareilly,0,0,69.38775510204081,30.612244897959183,342,-172.71345029239765,-182.1520467836257,-118.1345029239766,44.73684210526316,42.10526315789473,20.76023391812865,0,uttar pradesh,bareilly,bareilly,uttar pradesh,bareilly,0.49271180675840237,0.12597387036432986,4448359.0
1889,uttar pradesh - bareilly,0,0,69.38775510204081,30.612244897959183,99,-224.46464646464648,-214.2020202020202,-120.04040404040404,57.57575757575758,52.52525252525253,15.151515151515152,1,uttar pradesh,bareilly,bareilly,uttar pradesh,bareilly,0.49271180675840237,0.12597387036432986,4448359.0
1890,uttar pradesh - bareilly,1,0,80.97560975609757,19.02439024390244,162,-163.97530864197532,-139.2283950617284,-67.18518518518519,43.82716049382716,27.160493827160494,9.25925925925926,0,uttar pradesh,bareilly,bareilly,uttar pradesh,bareilly,0.49271180675840237,0.12597387036432986,4448359.0
1891,uttar pradesh - bareilly,1,0,80.97560975609757,19.02439024390244,43,-202.2558139534884,-177.93023255813952,-86.5813953488372,46.51162790697674,44.18604651162791,25.58139534883721,1,uttar pradesh,bareilly,bareilly,uttar pradesh,bareilly,0.49271180675840237,0.12597387036432986,4448359.0
1892,uttar pradesh - basti,0,0,95.20383693045564,4.796163069544365,292,-178.763698630137,-150.3595890410959,-67.23287671232876,46.23287671232877,30.136986301369863,12.67123287671233,0,uttar pradesh,basti,basti,uttar pradesh,basti,0.5655521849781535,0.21001686370748365,2464464.0
1893,uttar pradesh - basti,0,0,95.20383693045564,4.796163069544365,125,-202.048,-173.72,-80.728,52.8,37.6,18.4,1,uttar pradesh,basti,basti,uttar pradesh,basti,0.5655521849781535,0.21001686370748365,2464464.0
1894,uttar pradesh - basti,1,0,92.93193717277488,7.068062827225131,239,-116.68200836820084,-161.9205020920502,-133.76150627615064,31.79916317991632,39.33054393305439,27.19665271966527,0,uttar pradesh,basti,basti,uttar pradesh,basti,0.5655521849781535,0.21001686370748365,2464464.0
1895,uttar pradesh - basti,1,0,92.93193717277488,7.068062827225131,143,-176.2027972027972,-168.01398601398603,-95.4895104895105,42.65734265734265,37.06293706293706,19.58041958041958,1,uttar pradesh,basti,basti,uttar pradesh,basti,0.5655521849781535,0.21001686370748365,2464464.0
1896,uttar pradesh - bijnor,0,1,91.2621359223301,8.737864077669903,131,-161.587786259542,-170.12213740458014,-114.08396946564883,41.98473282442748,40.458015267175576,19.083969465648856,0,uttar pradesh,bijnor,bijnor,uttar pradesh,bijnor,0.5798423607813045,0.21465207850842571,3682713.0
1897,uttar pradesh - bijnor,0,1,91.2621359223301,8.737864077669903,75,-150.98666666666668,-176.98666666666668,-129.28,41.333333333333336,37.333333333333336,21.333333333333336,1,uttar pradesh,bijnor,bijnor,uttar pradesh,bijnor,0.5798423607813045,0.21465207850842571,3682713.0
1898,uttar pradesh - bijnor,1,1,87.93969849246231,12.060301507537687,105,-112.53333333333332,-96.32380952380952,-48.79047619047619,20.952380952380956,10.476190476190476,11.428571428571429,0,uttar pradesh,bijnor,bijnor,uttar pradesh,bijnor,0.5798423607813045,0.21465207850842571,3682713.0
1899,uttar pradesh - bijnor,1,1,87.93969849246231,12.060301507537687,94,-177.88297872340425,-143.75531914893617,-60.4468085106383,44.680851063829785,23.404255319148938,8.51063829787234,1,uttar pradesh,bijnor,bijnor,uttar pradesh,bijnor,0.5798423607813045,0.21465207850842571,3682713.0
1900,uttar pradesh - budaun,0,0,89.67032967032968,10.329670329670328,313,-214.3386581469649,-213.0191693290735,-127.57188498402556,56.86900958466453,58.14696485623004,22.36421725239617,0,uttar pradesh,budaun,budaun,uttar pradesh,budaun,0.4202935118210835,0.16909331496598493,3681896.0
1901,uttar pradesh - budaun,0,0,89.67032967032968,10.329670329670328,142,-229.1267605633803,-212.82394366197184,-117.5,55.633802816901415,56.33802816901409,19.01408450704225,1,uttar pradesh,budaun,budaun,uttar pradesh,budaun,0.4202935118210835,0.16909331496598493,3681896.0
1902,uttar pradesh - budaun,1,0,89.79591836734694,10.20408163265306,304,-216.4144736842105,-183.50986842105263,-77.05592105263158,55.26315789473685,44.07894736842105,15.13157894736842,0,uttar pradesh,budaun,budaun,uttar pradesh,budaun,0.4202935118210835,0.16909331496598493,3681896.0
1903,uttar pradesh - budaun,1,0,89.79591836734694,10.20408163265306,88,-208.17045454545453,-171.3181818181818,-66.88636363636364,56.81818181818182,40.909090909090914,18.181818181818183,1,uttar pradesh,budaun,budaun,uttar pradesh,budaun,0.4202935118210835,0.16909331496598493,3681896.0
1904,uttar pradesh - bulandshahr,0,1,82.82051282051283,17.17948717948718,284,-151.24295774647888,-144.8274647887324,-82.96830985915493,40.845070422535215,32.74647887323944,17.6056338028169,0,uttar pradesh,bulandshahr,bulandshahr,uttar pradesh,bulandshahr,0.580610664640282,0.20741998604812398,3499171.0
1905,uttar pradesh - bulandshahr,0,1,82.82051282051283,17.17948717948718,106,-183.7924528301887,-151.2735849056604,-62.85849056603774,48.11320754716981,33.0188679245283,11.320754716981131,1,uttar pradesh,bulandshahr,bulandshahr,uttar pradesh,bulandshahr,0.580610664640282,0.20741998604812398,3499171.0
1906,uttar pradesh - bulandshahr,1,1,82.00692041522491,17.99307958477509,197,-132.86294416243655,-125.62944162436548,-73.33502538071066,30.456852791878177,22.84263959390863,14.213197969543147,0,uttar pradesh,bulandshahr,bulandshahr,uttar pradesh,bulandshahr,0.580610664640282,0.20741998604812398,3499171.0
1907,uttar pradesh - bulandshahr,1,1,82.00692041522491,17.99307958477509,92,-170.02173913043478,-137.3804347826087,-61.27173913043478,40.21739130434783,26.08695652173913,15.217391304347828,1,uttar pradesh,bulandshahr,bulandshahr,uttar pradesh,bulandshahr,0.580610664640282,0.20741998604812398,3499171.0
1908,uttar pradesh - chandauli,0,1,86.23655913978494,13.763440860215054,301,-159.46511627906978,-154.0531561461794,-88.52159468438538,40.19933554817276,33.5548172757475,16.611295681063122,0,uttar pradesh,chandauli,chandauli,uttar pradesh,chandauli,0.6015119144429719,0.25016489515331153,1952756.0
1909,uttar pradesh - chandauli,0,1,86.23655913978494,13.763440860215054,164,-204.4390243902439,-187.59756097560972,-94.84756097560977,49.39024390243903,42.073170731707314,20.1219512195122,1,uttar pradesh,chandauli,chandauli,uttar pradesh,chandauli,0.6015119144429719,0.25016489515331153,1952756.0
1910,uttar pradesh - chandauli,1,1,88.02228412256268,11.977715877437326,239,-133.06694560669456,-132.03765690376568,-78.65690376569037,34.72803347280335,25.10460251046025,15.481171548117151,0,uttar pradesh,chandauli,chandauli,uttar pradesh,chandauli,0.6015119144429719,0.25016489515331153,1952756.0
1911,uttar pradesh - chandauli,1,1,88.02228412256268,11.977715877437326,120,-171.23333333333332,-161.66666666666666,-90.525,44.16666666666666,27.500000000000004,16.666666666666664,1,uttar pradesh,chandauli,chandauli,uttar pradesh,chandauli,0.6015119144429719,0.25016489515331153,1952756.0
1912,uttar pradesh - chitrakoot,0,1,89.49671772428884,10.50328227571116,292,-183.33561643835617,-209.236301369863,-147.38698630136986,46.57534246575342,49.65753424657534,30.136986301369863,0,uttar pradesh,chitrakoot,chitrakoot,uttar pradesh,chitrakoot,0.5355005898782935,0.26924767829953716,991730.0
1913,uttar pradesh - chitrakoot,0,1,89.49671772428884,10.50328227571116,165,-206.2969696969697,-233.75151515151515,-161.56969696969696,57.57575757575758,58.18181818181818,40.0,1,uttar pradesh,chitrakoot,chitrakoot,uttar pradesh,chitrakoot,0.5355005898782935,0.26924767829953716,991730.0
1914,uttar pradesh - chitrakoot,1,1,90.33232628398792,9.667673716012084,199,-147.4924623115578,-153.76381909547737,-96.93467336683418,47.73869346733669,37.185929648241206,24.12060301507537,0,uttar pradesh,chitrakoot,chitrakoot,uttar pradesh,chitrakoot,0.5355005898782935,0.26924767829953716,991730.0
1915,uttar pradesh - chitrakoot,1,1,90.33232628398792,9.667673716012084,132,-192.8181818181818,-172.6590909090909,-84.18939393939394,51.51515151515152,43.18181818181818,29.545454545454547,1,uttar pradesh,chitrakoot,chitrakoot,uttar pradesh,chitrakoot,0.5355005898782935,0.26924767829953716,991730.0
1916,uttar pradesh - deoria,0,1,89.52618453865337,10.473815461346634,284,-153.91901408450704,-143.41901408450704,-78.45422535211267,43.66197183098591,28.87323943661972,13.028169014084506,0,uttar pradesh,deoria,deoria,uttar pradesh,deoria,0.6047312658782191,0.18657435505165199,3100946.0
1917,uttar pradesh - deoria,0,1,89.52618453865337,10.473815461346634,117,-168.6239316239316,-161.17948717948718,-93.6068376068376,41.02564102564102,35.8974358974359,16.23931623931624,1,uttar pradesh,deoria,deoria,uttar pradesh,deoria,0.6047312658782191,0.18657435505165199,3100946.0
1918,uttar pradesh - deoria,1,1,87.73584905660378,12.264150943396226,233,-131.1244635193133,-165.7167381974249,-126.93991416309012,38.62660944206009,38.62660944206009,25.75107296137339,0,uttar pradesh,deoria,deoria,uttar pradesh,deoria,0.6047312658782191,0.18657435505165199,3100946.0
1919,uttar pradesh - deoria,1,1,87.73584905660378,12.264150943396226,85,-124.96470588235294,-138.12941176470588,-97.92941176470588,32.94117647058823,31.76470588235294,27.058823529411764,1,uttar pradesh,deoria,deoria,uttar pradesh,deoria,0.6047312658782191,0.18657435505165199,3100946.0
1920,uttar pradesh - etah,0,0,90.11494252873564,9.885057471264368,337,-179.57566765578636,-150.2106824925816,-67.3887240356083,47.774480712166174,29.970326409495552,8.902077151335313,0,uttar pradesh,etah,etah,uttar pradesh,etah,0.594654208556873,0.1584413461971958,1774480.0
1921,uttar pradesh - etah,0,0,90.11494252873564,9.885057471264368,98,-221.20408163265307,-171.12244897959184,-61.704081632653065,56.12244897959183,38.775510204081634,10.20408163265306,1,uttar pradesh,etah,etah,uttar pradesh,etah,0.594654208556873,0.1584413461971958,1774480.0
1922,uttar pradesh - etah,1,0,92.964824120603,7.035175879396985,301,-161.2624584717608,-136.86046511627907,-60.80730897009967,45.182724252491695,24.25249169435216,15.614617940199334,0,uttar pradesh,etah,etah,uttar pradesh,etah,0.594654208556873,0.1584413461971958,1774480.0
1923,uttar pradesh - etah,1,0,92.964824120603,7.035175879396985,97,-203.5979381443299,-165.64948453608247,-67.04123711340206,56.70103092783505,40.20618556701031,13.402061855670103,1,uttar pradesh,etah,etah,uttar pradesh,etah,0.594654208556873,0.1584413461971958,1774480.0
1924,uttar pradesh - etawah,0,0,82.03125,17.96875,246,-176.84959349593495,-142.89430894308944,-57.3130081300813,49.1869918699187,30.48780487804878,13.008130081300814,0,uttar pradesh,etawah,etawah,uttar pradesh,etawah,0.6713846795759288,0.24557437366055343,1581810.0
1925,uttar pradesh - etawah,0,0,82.03125,17.96875,138,-211.59420289855072,-167.07246376811594,-61.07971014492754,63.76811594202898,36.95652173913043,10.869565217391305,1,uttar pradesh,etawah,etawah,uttar pradesh,etawah,0.6713846795759288,0.24557437366055343,1581810.0
1926,uttar pradesh - etawah,1,0,81.12244897959184,18.877551020408163,294,-146.72448979591837,-120.76530612244898,-51.60884353741496,36.734693877551024,18.367346938775512,10.54421768707483,0,uttar pradesh,etawah,etawah,uttar pradesh,etawah,0.6713846795759288,0.24557437366055343,1581810.0
1927,uttar pradesh - etawah,1,0,81.12244897959184,18.877551020408163,98,-170.1326530612245,-141.07142857142858,-63.91836734693877,45.91836734693878,32.6530612244898,15.306122448979592,1,uttar pradesh,etawah,etawah,uttar pradesh,etawah,0.6713846795759288,0.24557437366055343,1581810.0
1928,uttar pradesh - faizabad,0,1,89.3732970027248,10.626702997275205,221,-177.98642533936652,-177.79185520361992,-108.45701357466064,46.60633484162896,39.81900452488688,18.099547511312217,0,uttar pradesh,faizabad,faizabad,uttar pradesh,faizabad,0.5871725409510983,0.22500157831093212,2470996.0
1929,uttar pradesh - faizabad,0,1,89.3732970027248,10.626702997275205,146,-208.0958904109589,-194.8972602739726,-108.85616438356163,56.84931506849316,49.31506849315068,19.17808219178082,1,uttar pradesh,faizabad,faizabad,uttar pradesh,faizabad,0.5871725409510983,0.22500157831093212,2470996.0
1930,uttar pradesh - faizabad,1,1,85.45454545454545,14.545454545454543,242,-116.45454545454544,-109.18595041322314,-59.731404958677686,23.1404958677686,21.90082644628099,9.917355371900827,0,uttar pradesh,faizabad,faizabad,uttar pradesh,faizabad,0.5871725409510983,0.22500157831093212,2470996.0
1931,uttar pradesh - faizabad,1,1,85.45454545454545,14.545454545454543,88,-173.82954545454547,-178.0340909090909,-110.625,43.18181818181818,43.18181818181818,21.59090909090909,1,uttar pradesh,faizabad,faizabad,uttar pradesh,faizabad,0.5871725409510983,0.22500157831093212,2470996.0
1932,uttar pradesh - farrukhabad,0,0,85.07109004739335,14.928909952606634,357,-177.2689075630252,-142.68347338935575,-56.59943977591036,44.25770308123249,28.01120448179272,7.563025210084033,0,uttar pradesh,farrukhabad,farrukhabad,uttar pradesh,farrukhabad,0.5796067693469779,0.16599901124758912,1885204.0
1933,uttar pradesh - farrukhabad,0,0,85.07109004739335,14.928909952606634,65,-229.46153846153845,-194.2615384615385,-88.41538461538461,69.23076923076923,46.15384615384615,15.384615384615383,1,uttar pradesh,farrukhabad,farrukhabad,uttar pradesh,farrukhabad,0.5796067693469779,0.16599901124758912,1885204.0
1934,uttar pradesh - farrukhabad,1,0,92.74611398963732,7.253886010362693,303,-177.84488448844886,-146.05610561056105,-59.17491749174918,44.22442244224423,29.04290429042905,11.88118811881188,0,uttar pradesh,farrukhabad,farrukhabad,uttar pradesh,farrukhabad,0.5796067693469779,0.16599901124758912,1885204.0
1935,uttar pradesh - farrukhabad,1,0,92.74611398963732,7.253886010362693,83,-166.51807228915663,-133.16867469879517,-52.89156626506024,45.78313253012048,22.89156626506024,12.048192771084338,1,uttar pradesh,farrukhabad,farrukhabad,uttar pradesh,farrukhabad,0.5796067693469779,0.16599901124758912,1885204.0
1936,uttar pradesh - fatehpur,0,0,93.16239316239316,6.837606837606838,141,-191.47517730496452,-166.5531914893617,-77.85106382978724,45.39007092198582,39.71631205673759,17.02127659574468,0,uttar pradesh,fatehpur,fatehpur,uttar pradesh,fatehpur,0.5743711952560324,0.2475830249402427,2632733.0
1937,uttar pradesh - fatehpur,0,0,93.16239316239316,6.837606837606838,93,-227.86021505376343,-176.8494623655914,-65.61290322580645,63.44086021505376,46.236559139784944,12.903225806451612,1,uttar pradesh,fatehpur,fatehpur,uttar pradesh,fatehpur,0.5743711952560324,0.2475830249402427,2632733.0
1938,uttar pradesh - fatehpur,1,0,87.5,12.5,193,-174.73056994818654,-169.279792746114,-96.59067357512951,48.70466321243524,39.37823834196891,20.72538860103627,0,uttar pradesh,fatehpur,fatehpur,uttar pradesh,fatehpur,0.5743711952560324,0.2475830249402427,2632733.0
1939,uttar pradesh - fatehpur,1,0,87.5,12.5,135,-206.7555555555556,-163.94814814814814,-60.355555555555554,58.51851851851851,39.25925925925926,14.814814814814811,1,uttar pradesh,fatehpur,fatehpur,uttar pradesh,fatehpur,0.5743711952560324,0.2475830249402427,2632733.0
1940,uttar pradesh - firozabad,0,0,67.89554531490015,32.104454685099846,466,-162.0021459227468,-128.40128755364807,-52.35622317596567,39.91416309012876,24.248927038626608,11.158798283261802,0,uttar pradesh,firozabad,firozabad,uttar pradesh,firozabad,0.6091717250644075,0.19072267704658957,2498156.0
1941,uttar pradesh - firozabad,0,0,67.89554531490015,32.104454685099846,185,-177.59459459459458,-158.16216216216216,-78.08108108108108,42.16216216216216,32.972972972972975,13.513513513513514,1,uttar pradesh,firozabad,firozabad,uttar pradesh,firozabad,0.6091717250644075,0.19072267704658957,2498156.0
1942,uttar pradesh - firozabad,1,0,72.7047146401985,27.29528535980149,261,-162.37164750957854,-120.0919540229885,-40.32183908045977,41.7624521072797,24.13793103448276,10.344827586206897,0,uttar pradesh,firozabad,firozabad,uttar pradesh,firozabad,0.6091717250644075,0.19072267704658957,2498156.0
1943,uttar pradesh - firozabad,1,0,72.7047146401985,27.29528535980149,142,-208.9225352112676,-142.27464788732394,-31.61971830985916,58.45070422535211,27.464788732394368,6.338028169014084,1,uttar pradesh,firozabad,firozabad,uttar pradesh,firozabad,0.6091717250644075,0.19072267704658957,2498156.0
1944,uttar pradesh - gautam buddha nagar,0,1,60.39952996474736,39.60047003525264,656,-123.83689024390245,-125.79115853658536,-80.69664634146342,27.28658536585366,22.25609756097561,12.5,0,uttar pradesh,gautam buddha nagar,gautam buddha nagar,uttar pradesh,gautam buddha nagar,0.6813523328165814,0.13246648443828252,1648115.0
1945,uttar pradesh - gautam buddha nagar,0,1,60.39952996474736,39.60047003525264,195,-176.15384615384616,-181.44615384615383,-114.25128205128205,42.05128205128205,40.0,18.97435897435897,1,uttar pradesh,gautam buddha nagar,gautam buddha nagar,uttar pradesh,gautam buddha nagar,0.6813523328165814,0.13246648443828252,1648115.0
1946,uttar pradesh - gautam buddha nagar,1,1,66.3157894736842,33.68421052631579,152,-107.00657894736842,-111.25,-73.71052631578948,22.36842105263158,21.052631578947366,9.210526315789473,0,uttar pradesh,gautam buddha nagar,gautam buddha nagar,uttar pradesh,gautam buddha nagar,0.6813523328165814,0.13246648443828252,1648115.0
1947,uttar pradesh - gautam buddha nagar,1,1,66.3157894736842,33.68421052631579,38,-106.57894736842104,-138.39473684210526,-108.5,23.684210526315788,23.684210526315788,18.421052631578945,1,uttar pradesh,gautam buddha nagar,gautam buddha nagar,uttar pradesh,gautam buddha nagar,0.6813523328165814,0.13246648443828252,1648115.0
1948,uttar pradesh - ghaziabad,0,1,51.53846153846153,48.46153846153846,337,-126.75964391691394,-126.24035608308606,-78.46587537091987,27.596439169139465,24.03560830860534,11.572700296735905,0,uttar pradesh,ghaziabad,ghaziabad,uttar pradesh,ghaziabad,0.6671296093573946,0.16605936588528178,4681645.0
1949,uttar pradesh - ghaziabad,0,1,51.53846153846153,48.46153846153846,183,-164.71038251366122,-151.52459016393442,-78.33879781420765,39.89071038251366,31.14754098360656,10.382513661202186,1,uttar pradesh,ghaziabad,ghaziabad,uttar pradesh,ghaziabad,0.6671296093573946,0.16605936588528178,4681645.0
1950,uttar pradesh - ghaziabad,1,1,26.31578947368421,73.68421052631578,94,-89.90425531914893,-105.25531914893617,-78.30851063829788,22.34042553191489,20.212765957446805,15.95744680851064,0,uttar pradesh,ghaziabad,ghaziabad,uttar pradesh,ghaziabad,0.6671296093573946,0.16605936588528178,4681645.0
1951,uttar pradesh - ghaziabad,1,1,26.31578947368421,73.68421052631578,39,-136.51282051282053,-126.48717948717947,-71.46153846153847,35.8974358974359,20.51282051282051,7.6923076923076925,1,uttar pradesh,ghaziabad,ghaziabad,uttar pradesh,ghaziabad,0.6671296093573946,0.16605936588528178,4681645.0
1952,uttar pradesh - ghazipur,0,1,92.55583126550869,7.444168734491314,230,-122.37391304347824,-131.02173913043478,-86.54782608695652,37.391304347826086,27.39130434782609,16.08695652173913,0,uttar pradesh,ghazipur,ghazipur,uttar pradesh,ghazipur,0.6070127957377741,0.20864560303270366,3620268.0
