,state_district,post,phase2,pct_rural,pct_urban,count,hw70_mean,hw71_mean,hw72_mean,stunting_pct,underweight_pct,wasting_pct,scst,state,district,matched_census_district,merge_state,merge_district,Literate_Prop,SCST_Prop,Population
619,himachal pradesh - hamirpur,1,0,90.2097902097902,9.79020979020979,35,-166.25714285714287,-168.0,-104.8,42.85714285714285,28.57142857142857,17.142857142857142,1,himachal pradesh,hamirpur,hamirpur,himachal pradesh,hamirpur,0.7874146817718045,0.24693909861731697,454768.0
620,himachal pradesh - kangra,0,0,98.93048128342244,1.06951871657754,132,-120.92424242424242,-124.70454545454544,-80.08333333333333,21.96969696969697,22.727272727272727,12.87878787878788,0,himachal pradesh,kangra,kangra,himachal pradesh,kangra,0.7632998361008559,0.2675026074863831,1510075.0
621,himachal pradesh - kangra,0,0,98.93048128342244,1.06951871657754,55,-146.8909090909091,-134.52727272727273,-73.27272727272727,38.18181818181819,29.09090909090909,10.909090909090908,1,himachal pradesh,kangra,kangra,himachal pradesh,kangra,0.7632998361008559,0.2675026074863831,1510075.0
622,himachal pradesh - kangra,1,0,95.03105590062113,4.968944099378882,97,-146.93814432989691,-161.5463917525773,-114.7319587628866,31.95876288659793,35.051546391752574,24.742268041237114,0,himachal pradesh,kangra,kangra,himachal pradesh,kangra,0.7632998361008559,0.2675026074863831,1510075.0
623,himachal pradesh - kangra,1,0,95.03105590062113,4.968944099378882,64,-106.515625,-130.328125,-96.1875,23.4375,25.0,12.5,1,himachal pradesh,kangra,kangra,himachal pradesh,kangra,0.7632998361008559,0.2675026074863831,1510075.0
624,himachal pradesh - kinnaur,0,0,100.0,0.0,14,-98.85714285714286,-99.5,-62.92857142857143,0.0,0.0,0.0,0,himachal pradesh,kinnaur,kinnaur,himachal pradesh,kinnaur,0.7215677417054005,0.754817465317816,84121.0
625,himachal pradesh - kinnaur,0,0,100.0,0.0,109,-91.88990825688072,-98.11009174311928,-61.92660550458716,22.93577981651376,15.59633027522936,13.761467889908255,1,himachal pradesh,kinnaur,kinnaur,himachal pradesh,kinnaur,0.7215677417054005,0.754817465317816,84121.0
626,himachal pradesh - kinnaur,1,0,100.0,0.0,16,-103.25,-94.0625,-45.75,31.25,18.75,6.25,0,himachal pradesh,kinnaur,kinnaur,himachal pradesh,kinnaur,0.7215677417054005,0.754817465317816,84121.0
627,himachal pradesh - kinnaur,1,0,100.0,0.0,120,-116.04166666666669,-89.06666666666666,-35.458333333333336,32.5,17.5,10.833333333333334,1,himachal pradesh,kinnaur,kinnaur,himachal pradesh,kinnaur,0.7215677417054005,0.754817465317816,84121.0
628,himachal pradesh - kullu,0,0,97.196261682243,2.803738317757009,141,-64.34751773049645,-57.90780141843972,-30.27659574468085,16.312056737588655,4.964539007092199,9.929078014184398,0,himachal pradesh,kullu,kullu,himachal pradesh,kullu,0.7026030878984615,0.31852031157585126,437903.0
629,himachal pradesh - kullu,0,0,97.196261682243,2.803738317757009,73,-104.16438356164385,-113.3972602739726,-80.9041095890411,20.54794520547945,21.91780821917808,17.80821917808219,1,himachal pradesh,kullu,kullu,himachal pradesh,kullu,0.7026030878984615,0.31852031157585126,437903.0
630,himachal pradesh - kullu,1,0,92.67015706806284,7.329842931937172,139,-148.6043165467626,-114.16546762589928,-42.985611510791365,35.97122302158273,24.46043165467626,17.985611510791365,0,himachal pradesh,kullu,kullu,himachal pradesh,kullu,0.7026030878984615,0.31852031157585126,437903.0
631,himachal pradesh - kullu,1,0,92.67015706806284,7.329842931937172,52,-202.59615384615384,-131.44230769230768,-24.134615384615383,44.230769230769226,30.76923076923077,9.615384615384617,1,himachal pradesh,kullu,kullu,himachal pradesh,kullu,0.7026030878984615,0.31852031157585126,437903.0
632,himachal pradesh - mandi,0,0,92.6086956521739,7.391304347826087,167,-104.80239520958084,-101.7065868263473,-63.98802395209581,25.74850299401197,17.365269461077844,14.97005988023952,0,himachal pradesh,mandi,mandi,himachal pradesh,mandi,0.7239084315802424,0.30659437054463146,999777.0
633,himachal pradesh - mandi,0,0,92.6086956521739,7.391304347826087,63,-99.42857142857144,-108.14285714285714,-72.0,25.396825396825395,15.873015873015872,11.11111111111111,1,himachal pradesh,mandi,mandi,himachal pradesh,mandi,0.7239084315802424,0.30659437054463146,999777.0
634,himachal pradesh - mandi,1,0,95.67307692307692,4.326923076923077,129,-128.5503875968992,-103.6124031007752,-40.42635658914729,33.33333333333333,23.25581395348837,18.6046511627907,0,himachal pradesh,mandi,mandi,himachal pradesh,mandi,0.7239084315802424,0.30659437054463146,999777.0
635,himachal pradesh - mandi,1,0,95.67307692307692,4.326923076923077,79,-95.17721518987342,-109.41772151898734,-72.36708860759494,31.64556962025317,18.9873417721519,21.518987341772156,1,himachal pradesh,mandi,mandi,himachal pradesh,mandi,0.7239084315802424,0.30659437054463146,999777.0
636,himachal pradesh - shimla,0,0,94.27083333333334,5.729166666666666,128,-104.328125,-109.28125,-71.4921875,26.5625,23.4375,10.15625,0,himachal pradesh,shimla,shimla,himachal pradesh,shimla,0.7526222036584317,0.2758344492082407,814010.0
637,himachal pradesh - shimla,0,0,94.27083333333334,5.729166666666666,64,-127.375,-131.34375,-85.421875,35.9375,28.125,18.75,1,himachal pradesh,shimla,shimla,himachal pradesh,shimla,0.7526222036584317,0.2758344492082407,814010.0
638,himachal pradesh - shimla,1,0,87.01298701298701,12.987012987012983,102,-91.7156862745098,-71.55882352941177,-28.274509803921568,25.49019607843137,14.705882352941178,16.666666666666664,0,himachal pradesh,shimla,shimla,himachal pradesh,shimla,0.7526222036584317,0.2758344492082407,814010.0
639,himachal pradesh - shimla,1,0,87.01298701298701,12.987012987012983,52,-129.67307692307693,-80.73076923076923,-12.25,34.61538461538461,5.769230769230769,9.615384615384617,1,himachal pradesh,shimla,shimla,himachal pradesh,shimla,0.7526222036584317,0.2758344492082407,814010.0
640,himachal pradesh - sirmaur,0,0,93.38842975206612,6.6115702479338845,171,-101.56140350877192,-122.46198830409357,-92.57894736842104,19.883040935672515,25.146198830409357,21.052631578947366,0,himachal pradesh,sirmaur,sirmaur,himachal pradesh,sirmaur,0.6844230968849968,0.3246303233903615,529855.0
641,himachal pradesh - sirmaur,0,0,93.38842975206612,6.6115702479338845,71,-163.35211267605635,-162.0,-98.61971830985917,39.436619718309856,33.80281690140845,22.53521126760564,1,himachal pradesh,sirmaur,sirmaur,himachal pradesh,sirmaur,0.6844230968849968,0.3246303233903615,529855.0
642,himachal pradesh - sirmaur,1,0,93.86281588447652,6.137184115523466,182,-107.010989010989,-105.42857142857144,-65.63736263736264,31.868131868131865,24.17582417582417,18.13186813186813,0,himachal pradesh,sirmaur,sirmaur,himachal pradesh,sirmaur,0.6844230968849968,0.3246303233903615,529855.0
643,himachal pradesh - sirmaur,1,0,93.86281588447652,6.137184115523466,95,-115.11578947368422,-123.6,-85.76842105263158,24.210526315789476,23.157894736842103,18.947368421052637,1,himachal pradesh,sirmaur,sirmaur,himachal pradesh,sirmaur,0.6844230968849968,0.3246303233903615,529855.0
644,himachal pradesh - solan,0,0,88.11881188118812,11.88118811881188,127,-131.78740157480314,-137.68503937007873,-91.43307086614172,24.40944881889764,29.133858267716533,14.173228346456693,0,himachal pradesh,solan,solan,himachal pradesh,solan,0.7385201268265784,0.3277174662255307,580320.0
645,himachal pradesh - solan,0,0,88.11881188118812,11.88118811881188,75,-134.58666666666667,-157.48,-120.49333333333334,33.33333333333333,37.333333333333336,24.0,1,himachal pradesh,solan,solan,himachal pradesh,solan,0.7385201268265784,0.3277174662255307,580320.0
646,himachal pradesh - solan,1,0,91.52542372881356,8.47457627118644,115,-102.94782608695652,-109.34782608695652,-69.95652173913044,27.82608695652174,20.869565217391305,18.26086956521739,0,himachal pradesh,solan,solan,himachal pradesh,solan,0.7385201268265784,0.3277174662255307,580320.0
647,himachal pradesh - solan,1,0,91.52542372881356,8.47457627118644,62,-168.88709677419354,-149.30645161290323,-69.58064516129032,45.16129032258064,33.87096774193548,22.58064516129032,1,himachal pradesh,solan,solan,himachal pradesh,solan,0.7385201268265784,0.3277174662255307,580320.0
648,himachal pradesh - una,0,0,97.32620320855617,2.6737967914438503,121,-77.68595041322314,-81.07438016528926,-50.54545454545455,20.66115702479339,14.049586776859504,8.264462809917356,0,himachal pradesh,una,una,himachal pradesh,una,0.766952624176617,0.23810135981718164,521173.0
649,himachal pradesh - una,0,0,97.32620320855617,2.6737967914438503,66,-100.65151515151516,-106.37878787878788,-68.95454545454545,30.303030303030305,18.181818181818183,16.666666666666664,1,himachal pradesh,una,una,himachal pradesh,una,0.766952624176617,0.23810135981718164,521173.0
650,himachal pradesh - una,1,0,87.5,12.5,123,-100.130081300813,-111.2439024390244,-79.76422764227642,23.577235772357724,23.577235772357724,14.634146341463412,0,himachal pradesh,una,una,himachal pradesh,una,0.766952624176617,0.23810135981718164,521173.0
651,himachal pradesh - una,1,0,87.5,12.5,53,-127.0,-125.86792452830188,-80.54716981132076,26.41509433962264,22.641509433962263,11.320754716981131,1,himachal pradesh,una,una,himachal pradesh,una,0.766952624176617,0.23810135981718164,521173.0
652,jharkhand - bokaro,0,0,58.42911877394637,41.57088122605364,293,-125.3037542662116,-178.8430034129693,-155.49488054607508,33.105802047781566,45.051194539249146,34.8122866894198,0,jharkhand,bokaro,bokaro,jharkhand,bokaro,0.6175151406418953,0.2690418119311652,2062330.0
653,jharkhand - bokaro,0,0,58.42911877394637,41.57088122605364,229,-168.95633187772927,-218.7991266375546,-178.95633187772927,48.47161572052402,58.951965065502186,41.92139737991266,1,jharkhand,bokaro,bokaro,jharkhand,bokaro,0.6175151406418953,0.2690418119311652,2062330.0
654,jharkhand - bokaro,1,0,58.984375,41.015625,166,-116.144578313253,-126.89759036144578,-89.56024096385542,31.92771084337349,28.915662650602407,19.879518072289155,0,jharkhand,bokaro,bokaro,jharkhand,bokaro,0.6175151406418953,0.2690418119311652,2062330.0
655,jharkhand - bokaro,1,0,58.984375,41.015625,90,-136.36666666666667,-142.94444444444446,-92.07777777777778,41.11111111111111,35.55555555555556,22.22222222222222,1,jharkhand,bokaro,bokaro,jharkhand,bokaro,0.6175151406418953,0.2690418119311652,2062330.0
656,jharkhand - chatra,0,1,95.99198396793588,4.008016032064128,290,-176.2896551724138,-195.90689655172412,-135.7793103448276,48.96551724137931,47.93103448275862,27.93103448275862,0,jharkhand,chatra,chatra,jharkhand,chatra,0.48908605542695943,0.37023797423687727,1042886.0
657,jharkhand - chatra,0,1,95.99198396793588,4.008016032064128,209,-201.10047846889952,-218.0287081339713,-144.83732057416267,55.50239234449761,56.45933014354066,33.014354066985646,1,jharkhand,chatra,chatra,jharkhand,chatra,0.48908605542695943,0.37023797423687727,1042886.0
658,jharkhand - chatra,1,1,96.74185463659148,3.258145363408521,209,-154.23923444976077,-149.57894736842104,-87.622009569378,35.406698564593306,33.49282296650718,16.267942583732058,0,jharkhand,chatra,chatra,jharkhand,chatra,0.48908605542695943,0.37023797423687727,1042886.0
659,jharkhand - chatra,1,1,96.74185463659148,3.258145363408521,190,-195.9315789473684,-183.51052631578943,-97.05263157894736,49.47368421052632,45.26315789473684,17.894736842105264,1,jharkhand,chatra,chatra,jharkhand,chatra,0.48908605542695943,0.37023797423687727,1042886.0
660,jharkhand - deoghar,0,0,91.70984455958548,8.290155440414509,269,-170.50557620817844,-173.4721189591078,-108.70260223048328,44.98141263940521,40.89219330855018,19.702602230483272,0,jharkhand,deoghar,deoghar,jharkhand,deoghar,0.5318359088328788,0.24864601128765149,1492073.0
661,jharkhand - deoghar,0,0,91.70984455958548,8.290155440414509,117,-179.8034188034188,-190.45299145299143,-130.28205128205127,49.57264957264957,53.84615384615385,28.205128205128204,1,jharkhand,deoghar,deoghar,jharkhand,deoghar,0.5318359088328788,0.24864601128765149,1492073.0
662,jharkhand - deoghar,1,0,84.22818791946308,15.771812080536913,179,-143.05027932960894,-144.14525139664804,-86.74301675977654,37.98882681564245,30.16759776536313,15.083798882681563,0,jharkhand,deoghar,deoghar,jharkhand,deoghar,0.5318359088328788,0.24864601128765149,1492073.0
663,jharkhand - deoghar,1,0,84.22818791946308,15.771812080536913,119,-180.10084033613447,-169.7058823529412,-94.27731092436974,46.21848739495798,40.33613445378151,16.80672268907563,1,jharkhand,deoghar,deoghar,jharkhand,deoghar,0.5318359088328788,0.24864601128765149,1492073.0
664,jharkhand - dhanbad,0,0,56.926406926406926,43.073593073593074,305,-134.37377049180327,-158.98688524590165,-115.94426229508196,35.73770491803279,37.704918032786885,24.91803278688525,0,jharkhand,dhanbad,dhanbad,jharkhand,dhanbad,0.6415393332133849,0.24974157073586126,2684487.0
665,jharkhand - dhanbad,0,0,56.926406926406926,43.073593073593074,157,-173.94267515923568,-203.0382165605096,-145.64331210191082,47.13375796178344,52.86624203821656,36.94267515923567,1,jharkhand,dhanbad,dhanbad,jharkhand,dhanbad,0.6415393332133849,0.24974157073586126,2684487.0
666,jharkhand - dhanbad,1,0,46.12546125461255,53.874538745387454,156,-108.78205128205128,-103.72435897435898,-60.12820512820513,26.282051282051285,17.307692307692307,12.17948717948718,0,jharkhand,dhanbad,dhanbad,jharkhand,dhanbad,0.6415393332133849,0.24974157073586126,2684487.0
667,jharkhand - dhanbad,1,0,46.12546125461255,53.874538745387454,115,-123.64347826086956,-147.76521739130436,-104.7304347826087,30.434782608695656,32.17391304347826,15.65217391304348,1,jharkhand,dhanbad,dhanbad,jharkhand,dhanbad,0.6415393332133849,0.24974157073586126,2684487.0
668,jharkhand - dumka,0,0,96.94323144104804,3.056768558951965,123,-155.03252032520325,-196.78048780487805,-154.5528455284553,40.65040650406504,47.96747967479675,39.83739837398374,0,jharkhand,dumka,dumka,jharkhand,dumka,0.5088448830898367,0.49240980686250324,1321442.0
669,jharkhand - dumka,0,0,96.94323144104804,3.056768558951965,106,-175.37735849056602,-229.4433962264151,-188.4811320754717,43.39622641509434,57.54716981132076,42.45283018867924,1,jharkhand,dumka,dumka,jharkhand,dumka,0.5088448830898367,0.49240980686250324,1321442.0
670,jharkhand - dumka,1,0,97.24770642201835,2.752293577981652,94,-144.40425531914894,-156.64893617021278,-106.41489361702128,36.17021276595745,41.48936170212766,23.404255319148938,0,jharkhand,dumka,dumka,jharkhand,dumka,0.5088448830898367,0.49240980686250324,1321442.0
671,jharkhand - dumka,1,0,97.24770642201835,2.752293577981652,124,-137.24193548387098,-174.63709677419354,-134.79032258064515,38.70967741935484,42.74193548387097,34.67741935483871,1,jharkhand,dumka,dumka,jharkhand,dumka,0.5088448830898367,0.49240980686250324,1321442.0
672,jharkhand - garhwa,0,1,93.5483870967742,6.451612903225806,212,-154.92924528301887,-197.06603773584905,-156.2688679245283,43.86792452830189,51.41509433962265,32.54716981132076,0,jharkhand,garhwa,garhwa,jharkhand,garhwa,0.49401565183733703,0.3975100999104918,1322784.0
673,jharkhand - garhwa,0,1,93.5483870967742,6.451612903225806,160,-179.075,-210.23125,-154.375,48.125,55.625,32.5,1,jharkhand,garhwa,garhwa,jharkhand,garhwa,0.49401565183733703,0.3975100999104918,1322784.0
674,jharkhand - garhwa,1,1,98.25072886297376,1.749271137026239,187,-179.51871657754012,-176.88770053475935,-106.03208556149733,46.524064171122994,40.64171122994652,21.3903743315508,0,jharkhand,garhwa,garhwa,jharkhand,garhwa,0.49401565183733703,0.3975100999104918,1322784.0
675,jharkhand - garhwa,1,1,98.25072886297376,1.749271137026239,156,-182.30769230769232,-186.0705128205128,-115.56410256410255,50.0,42.30769230769231,18.58974358974359,1,jharkhand,garhwa,garhwa,jharkhand,garhwa,0.49401565183733703,0.3975100999104918,1322784.0
676,jharkhand - giridih,0,0,92.2680412371134,7.731958762886598,305,-179.12131147540984,-180.3606557377049,-113.1639344262295,49.18032786885246,42.29508196721312,23.9344262295082,0,jharkhand,giridih,giridih,jharkhand,giridih,0.5125693423851573,0.23049969044855925,2445474.0
677,jharkhand - giridih,0,0,92.2680412371134,7.731958762886598,83,-208.83132530120483,-197.2530120481928,-108.92771084337348,55.42168674698795,50.60240963855421,30.120481927710845,1,jharkhand,giridih,giridih,jharkhand,giridih,0.5125693423851573,0.23049969044855925,2445474.0
678,jharkhand - giridih,1,0,96.18768328445748,3.812316715542522,253,-111.91699604743084,-139.12252964426878,-107.8181818181818,35.96837944664031,31.6205533596838,26.48221343873518,0,jharkhand,giridih,giridih,jharkhand,giridih,0.5125693423851573,0.23049969044855925,2445474.0
679,jharkhand - giridih,1,0,96.18768328445748,3.812316715542522,88,-124.0909090909091,-132.375,-83.06818181818181,32.95454545454545,34.090909090909086,26.13636363636364,1,jharkhand,giridih,giridih,jharkhand,giridih,0.5125693423851573,0.23049969044855925,2445474.0
680,jharkhand - godda,0,0,96.1661341853035,3.8338658146964857,191,-190.8167539267016,-194.56020942408375,-120.01570680628272,49.73821989528796,46.07329842931937,23.56020942408377,0,jharkhand,godda,godda,jharkhand,godda,0.4602173802159185,0.30054029116494146,1313551.0
681,jharkhand - godda,0,0,96.1661341853035,3.8338658146964857,122,-192.27868852459017,-201.22131147540983,-133.5,56.55737704918032,46.72131147540984,27.86885245901639,1,jharkhand,godda,godda,jharkhand,godda,0.4602173802159185,0.30054029116494146,1313551.0
682,jharkhand - godda,1,0,93.82716049382717,6.172839506172839,141,-153.354609929078,-144.84397163120568,-78.50354609929079,41.84397163120568,34.04255319148936,21.27659574468085,0,jharkhand,godda,godda,jharkhand,godda,0.4602173802159185,0.30054029116494146,1313551.0
683,jharkhand - godda,1,0,93.82716049382717,6.172839506172839,102,-153.88235294117646,-179.9607843137255,-129.88235294117646,41.17647058823529,46.07843137254902,24.509803921568626,1,jharkhand,godda,godda,jharkhand,godda,0.4602173802159185,0.30054029116494146,1313551.0
684,jharkhand - gumla,0,1,93.7219730941704,6.278026905829597,114,-173.16666666666666,-188.5877192982456,-133.83333333333334,44.73684210526316,45.614035087719294,32.45614035087719,0,jharkhand,gumla,gumla,jharkhand,gumla,0.545954840603855,0.721033580338915,1025213.0
685,jharkhand - gumla,0,1,93.7219730941704,6.278026905829597,109,-162.22018348623854,-190.5229357798165,-134.045871559633,48.62385321100918,49.54128440366973,26.605504587155966,1,jharkhand,gumla,gumla,jharkhand,gumla,0.545954840603855,0.721033580338915,1025213.0
686,jharkhand - gumla,1,1,95.02262443438912,4.97737556561086,77,-174.97402597402598,-169.06493506493507,-98.46753246753246,38.961038961038966,36.36363636363637,32.467532467532465,0,jharkhand,gumla,gumla,jharkhand,gumla,0.545954840603855,0.721033580338915,1025213.0
687,jharkhand - gumla,1,1,95.02262443438912,4.97737556561086,144,-190.15972222222223,-148.93055555555554,-54.5625,44.44444444444444,38.19444444444444,15.97222222222222,1,jharkhand,gumla,gumla,jharkhand,gumla,0.545954840603855,0.721033580338915,1025213.0
688,jharkhand - hazaribagh,0,0,88.8283378746594,11.1716621253406,249,-188.2128514056225,-176.99196787148594,-98.72289156626506,49.79919678714859,42.570281124498,20.883534136546185,0,jharkhand,hazaribagh,hazaribagh,jharkhand,hazaribagh,0.5841752210297522,0.2451912516323195,1734495.0
689,jharkhand - hazaribagh,0,0,88.8283378746594,11.1716621253406,118,-183.53389830508476,-198.9237288135593,-135.33898305084745,49.15254237288136,57.6271186440678,27.966101694915253,1,jharkhand,hazaribagh,hazaribagh,jharkhand,hazaribagh,0.5841752210297522,0.2451912516323195,1734495.0
690,jharkhand - hazaribagh,1,0,95.8904109589041,4.10958904109589,262,-152.43893129770993,-152.39312977099237,-92.73664122137404,38.93129770992366,32.06106870229007,17.938931297709924,0,jharkhand,hazaribagh,hazaribagh,jharkhand,hazaribagh,0.5841752210297522,0.2451912516323195,1734495.0
691,jharkhand - hazaribagh,1,0,95.8904109589041,4.10958904109589,103,-199.9514563106796,-156.9126213592233,-57.970873786407765,49.51456310679612,32.03883495145632,9.70873786407767,1,jharkhand,hazaribagh,hazaribagh,jharkhand,hazaribagh,0.5841752210297522,0.2451912516323195,1734495.0
692,jharkhand - jamtara,0,0,82.70676691729322,17.293233082706767,151,-173.33774834437085,-191.0993377483444,-129.96688741721854,43.04635761589404,45.6953642384106,27.81456953642384,0,jharkhand,jamtara,jamtara,jharkhand,jamtara,0.5389246083014555,0.3961534280101436,791042.0
693,jharkhand - jamtara,0,0,82.70676691729322,17.293233082706767,115,-169.29565217391306,-188.68695652173912,-133.94782608695652,48.69565217391305,51.30434782608696,31.30434782608696,1,jharkhand,jamtara,jamtara,jharkhand,jamtara,0.5389246083014555,0.3961534280101436,791042.0
694,jharkhand - jamtara,1,0,93.18181818181816,6.8181818181818175,114,-149.75438596491227,-155.94736842105263,-97.99122807017544,35.08771929824561,35.08771929824561,23.684210526315788,0,jharkhand,jamtara,jamtara,jharkhand,jamtara,0.5389246083014555,0.3961534280101436,791042.0
695,jharkhand - jamtara,1,0,93.18181818181816,6.8181818181818175,106,-193.4056603773585,-178.02830188679246,-91.47169811320757,47.16981132075472,43.39622641509434,22.641509433962263,1,jharkhand,jamtara,jamtara,jharkhand,jamtara,0.5389246083014555,0.3961534280101436,791042.0
696,jharkhand - khunti,0,1,88.14814814814815,11.851851851851851,72,-142.13888888888889,-198.125,-171.40277777777777,41.66666666666667,54.16666666666666,36.11111111111111,0,jharkhand,khunti,khunti,jharkhand,khunti,0.5350310687460635,0.777730148434342,531885.0
697,jharkhand - khunti,0,1,88.14814814814815,11.851851851851851,63,-176.015873015873,-224.9206349206349,-180.28571428571428,42.85714285714285,55.55555555555556,39.68253968253968,1,jharkhand,khunti,khunti,jharkhand,khunti,0.5350310687460635,0.777730148434342,531885.0
698,jharkhand - khunti,1,1,85.29411764705883,14.705882352941178,40,-122.075,-177.225,-157.125,27.500000000000004,52.5,42.5,0,jharkhand,khunti,khunti,jharkhand,khunti,0.5350310687460635,0.777730148434342,531885.0
699,jharkhand - khunti,1,1,85.29411764705883,14.705882352941178,96,-162.79166666666666,-172.14583333333334,-107.77083333333331,42.70833333333333,39.58333333333333,29.166666666666668,1,jharkhand,khunti,khunti,jharkhand,khunti,0.5350310687460635,0.777730148434342,531885.0
700,jharkhand - kodarma,0,1,81.28491620111731,18.71508379888268,278,-161.3021582733813,-175.37410071942446,-119.77338129496404,42.086330935251794,42.805755395683455,20.863309352517987,0,jharkhand,kodarma,kodarma,jharkhand,kodarma,0.5448434155801184,0.16182135233204747,716259.0
701,jharkhand - kodarma,0,1,81.28491620111731,18.71508379888268,80,-195.525,-205.8,-131.0875,51.24999999999999,51.24999999999999,21.25,1,jharkhand,kodarma,kodarma,jharkhand,kodarma,0.5448434155801184,0.16182135233204747,716259.0
702,jharkhand - kodarma,1,1,78.4688995215311,21.5311004784689,315,-149.46984126984128,-154.4952380952381,-95.35555555555555,36.82539682539683,30.15873015873016,16.19047619047619,0,jharkhand,kodarma,kodarma,jharkhand,kodarma,0.5448434155801184,0.16182135233204747,716259.0
703,jharkhand - kodarma,1,1,78.4688995215311,21.5311004784689,103,-176.27184466019418,-172.3106796116505,-96.50485436893204,41.74757281553398,37.86407766990291,17.475728155339805,1,jharkhand,kodarma,kodarma,jharkhand,kodarma,0.5448434155801184,0.16182135233204747,716259.0
704,jharkhand - latehar,0,1,94.3661971830986,5.633802816901409,94,-156.22340425531914,-155.87234042553192,-96.36170212765956,32.97872340425532,36.17021276595745,22.34042553191489,0,jharkhand,latehar,latehar,jharkhand,latehar,0.4823832358063105,0.6685291714467287,726978.0
705,jharkhand - latehar,0,1,94.3661971830986,5.633802816901409,190,-184.8421052631579,-195.95263157894735,-129.03157894736842,48.42105263157895,45.26315789473684,32.10526315789474,1,jharkhand,latehar,latehar,jharkhand,latehar,0.4823832358063105,0.6685291714467287,726978.0
706,jharkhand - latehar,1,1,94.08450704225352,5.915492957746479,103,-174.61165048543688,-159.66990291262135,-83.67961165048544,38.83495145631068,35.92233009708738,18.446601941747574,0,jharkhand,latehar,latehar,jharkhand,latehar,0.4823832358063105,0.6685291714467287,726978.0
707,jharkhand - latehar,1,1,94.08450704225352,5.915492957746479,252,-147.56746031746033,-154.03968253968253,-93.46825396825396,36.11111111111111,36.507936507936506,18.253968253968253,1,jharkhand,latehar,latehar,jharkhand,latehar,0.4823832358063105,0.6685291714467287,726978.0
708,jharkhand - lohardaga,0,1,79.60526315789474,20.394736842105264,63,-109.96825396825396,-134.57142857142858,-90.52380952380952,34.92063492063492,36.507936507936506,15.873015873015872,0,jharkhand,lohardaga,lohardaga,jharkhand,lohardaga,0.5623919963619827,0.6021438316117715,461790.0
709,jharkhand - lohardaga,0,1,79.60526315789474,20.394736842105264,89,-164.68539325842696,-206.47191011235955,-162.0,44.9438202247191,53.93258426966292,32.58426966292135,1,jharkhand,lohardaga,lohardaga,jharkhand,lohardaga,0.5623919963619827,0.6021438316117715,461790.0
710,jharkhand - lohardaga,1,1,90.9090909090909,9.090909090909092,46,-160.80434782608697,-162.93478260869566,-96.54347826086956,36.95652173913043,39.130434782608695,19.565217391304348,0,jharkhand,lohardaga,lohardaga,jharkhand,lohardaga,0.5623919963619827,0.6021438316117715,461790.0
711,jharkhand - lohardaga,1,1,90.9090909090909,9.090909090909092,108,-162.72222222222223,-191.7685185185185,-138.21296296296296,42.5925925925926,43.51851851851852,31.48148148148148,1,jharkhand,lohardaga,lohardaga,jharkhand,lohardaga,0.5623919963619827,0.6021438316117715,461790.0
712,jharkhand - pakur,0,1,94.7136563876652,5.286343612334802,76,-205.68421052631575,-193.57894736842104,-110.27631578947368,55.26315789473685,47.368421052631575,21.052631578947366,0,jharkhand,pakur,pakur,jharkhand,pakur,0.3919062395188034,0.452591118386712,900422.0
713,jharkhand - pakur,0,1,94.7136563876652,5.286343612334802,151,-177.09271523178808,-193.2317880794702,-134.7814569536424,47.01986754966888,46.35761589403973,24.503311258278146,1,jharkhand,pakur,pakur,jharkhand,pakur,0.3919062395188034,0.452591118386712,900422.0
714,jharkhand - pakur,1,1,96.02272727272728,3.977272727272727,91,-169.62637362637363,-197.0989010989011,-139.82417582417582,43.95604395604396,52.74725274725275,25.274725274725277,0,jharkhand,pakur,pakur,jharkhand,pakur,0.3919062395188034,0.452591118386712,900422.0
715,jharkhand - pakur,1,1,96.02272727272728,3.977272727272727,85,-173.4470588235294,-189.25882352941176,-128.1529411764706,41.17647058823529,49.41176470588236,27.058823529411764,1,jharkhand,pakur,pakur,jharkhand,pakur,0.3919062395188034,0.452591118386712,900422.0
716,jharkhand - palamu,0,1,92.28395061728396,7.716049382716049,175,-170.90285714285713,-176.89714285714285,-114.10857142857142,46.285714285714285,42.285714285714285,20.57142857142857,0,jharkhand,palamu,palamu,jharkhand,palamu,0.5281609222066026,0.3699167314906316,1939869.0
717,jharkhand - palamu,0,1,92.28395061728396,7.716049382716049,149,-158.14093959731542,-194.0201342281879,-147.2013422818792,46.30872483221477,48.32214765100672,29.53020134228188,1,jharkhand,palamu,palamu,jharkhand,palamu,0.5281609222066026,0.3699167314906316,1939869.0
718,jharkhand - palamu,1,1,89.21348314606742,10.786516853932584,246,-146.8211382113821,-145.9349593495935,-87.95934959349593,35.36585365853659,30.89430894308943,16.666666666666664,0,jharkhand,palamu,palamu,jharkhand,palamu,0.5281609222066026,0.3699167314906316,1939869.0
719,jharkhand - palamu,1,1,89.21348314606742,10.786516853932584,199,-195.0753768844221,-194.15075376884425,-113.3718592964824,52.26130653266332,46.23115577889448,21.105527638190956,1,jharkhand,palamu,palamu,jharkhand,palamu,0.5281609222066026,0.3699167314906316,1939869.0
720,jharkhand - pashchimi singhbhum,0,1,71.08433734939759,28.915662650602407,46,-163.7391304347826,-202.41304347826087,-160.7391304347826,39.130434782608695,58.69565217391305,32.608695652173914,0,jharkhand,pashchimi singhbhum,pashchimi singhbhum,jharkhand,pashchimi singhbhum,0.4842858264917748,0.7110796638306426,1502338.0
